Gene	sgRNA	921|beta	921|z	921|p-value	921|fdr	921|wald-p-value	921|wald-fdr
PCDP1	5	-0.3683	-1.3679	0.13318	0.55307	0.17134	0.59288
PCED1A	5	0.50418	1.6022	0.024048	0.25029	0.10911	0.59288
PCED1B	5	0.13331	0.50861	0.66989	0.91684	0.61102	0.82055
PCF11	5	-0.22568	-1.6351	0.31506	0.74615	0.10202	0.59288
PCGF1	4	-0.32941	-1.253	0.21537	0.65841	0.21022	0.59847
PCGF2	5	-0.090296	-0.46278	0.61396	0.89718	0.64353	0.8396
PCGF3	5	-0.019963	-0.091614	0.821	0.96306	0.927	0.97033
PCGF5	5	-0.012186	-0.061613	0.84611	0.96774	0.95087	0.97976
PCGF6	5	0.0078635	0.032785	0.90886	0.98247	0.97385	0.98956
PCID2	5	-0.82833	-2.5558	0.0039987	0.086022	0.010595	0.21864
PCIF1	5	0.075709	0.49323	0.86349	0.97159	0.62185	0.82634
PCK1	5	0.44796	1.6277	0.049983	0.36014	0.10358	0.59288
PCK2	5	-0.0039096	-0.017234	0.87315	0.9744	0.98625	0.99481
PCLO	5	0.165	1.0307	0.57075	0.88573	0.30267	0.64177
PCM1	5	-0.42834	-1.9168	0.088693	0.46533	0.055269	0.58032
PCMT1	5	0.25252	1.1299	0.3285	0.75775	0.25851	0.61852
PCMTD1	5	-0.30934	-1.2441	0.19371	0.63395	0.21347	0.5986
PCMTD2	5	-0.26762	-1.0957	0.25014	0.69314	0.27323	0.62642
PCNA	5	-1.8141	-4.0553	0	0	5.0074e-05	0.0076409
PCNP	5	-0.44482	-1.8437	0.080029	0.44696	0.065232	0.59288
PCNT	5	0.42429	1.638	0.067311	0.41864	0.10143	0.59288
PCNX	5	0.49959	1.4013	0.025825	0.25891	0.16111	0.59288
PCNXL2	5	-0.17558	-0.97028	0.40986	0.81072	0.33191	0.65929
PCNXL3	5	0.11019	0.70902	0.74603	0.94239	0.47831	0.74501
PCOLCE	5	0.33517	1.4967	0.17033	0.60433	0.13448	0.59288
PCOLCE2	5	-0.047752	-0.2375	0.73442	0.93781	0.81227	0.92326
PCP2	5	0.084846	0.33977	0.83511	0.96583	0.73403	0.8852
PCP4	2	0.35638	0.67131	0.35799	0.77841	0.50202	0.75853
PCP4L1	2	-0.22553	-0.76749	0.50866	0.85931	0.44279	0.72513
PCSK1	5	0.1061	0.83907	0.76125	0.94937	0.40143	0.6992
PCSK1N	5	0.35061	1.442	0.14851	0.57866	0.14929	0.59288
PCSK2	5	0.28813	1.176	0.25092	0.69422	0.2396	0.61006
PCSK4	5	0.24987	1.4041	0.33572	0.76422	0.1603	0.59288
PCSK5	4	-0.30094	-1.2903	0.24858	0.69249	0.19693	0.59478
PCSK7	5	0.5959	1.4388	0.0065534	0.11968	0.15019	0.59288
PCSK9	5	0.13823	0.61823	0.65528	0.91169	0.53642	0.7787
PCTP	6	0.24262	1.2142	0.30695	0.74086	0.22465	0.60194
PCYOX1	5	0.049865	0.27541	0.95274	0.99191	0.783	0.91036
PCYOX1L	5	0.089972	0.50547	0.81778	0.96173	0.61323	0.82177
PCYT1A	5	-0.98678	-3.3515	0.00088859	0.029795	0.00080373	0.043329
PCYT1B	5	0.44104	1.6662	0.054982	0.38048	0.095671	0.59288
PCYT2	5	-0.35038	-2.0643	0.14917	0.57997	0.038993	0.47419
PDAP1	3	-0.99616	-2.4133	0.011163	0.16302	0.015808	0.27987
PDC	4	-0.33471	-1.3525	0.20993	0.6524	0.17623	0.59375
PDCD1	5	0.027673	0.13159	0.97595	0.9966	0.89531	0.95616
PDCD10	5	0.41008	1.6874	0.077974	0.44151	0.091536	0.59288
PDCD11	5	-0.39859	-1.607	0.10869	0.50871	0.10805	0.59288
PDCD1LG2	5	0.41425	1.4255	0.074919	0.43699	0.154	0.59288
PDCD2	7	-0.77394	-3.4722	0.0014995	0.044776	0.00051613	0.032839
PDCD2L	5	0.24471	1.3058	0.34805	0.77237	0.19162	0.59478
PDCD4	5	0.046144	0.23697	0.96462	0.99439	0.81268	0.92346
PDCD5	5	-0.76196	-1.9781	0.0072754	0.12768	0.047923	0.53649
PDCD6	9	0.051615	0.26863	0.9042	0.98161	0.78821	0.91213
PDCD6IP	4	0.1163	0.5674	0.74775	0.94314	0.57044	0.79896
PDCD7	5	-0.99374	-2.7377	0.00083306	0.028517	0.0061878	0.15453
PDCL	5	-0.42044	-1.6262	0.09458	0.47877	0.1039	0.59288
PDCL2	4	-0.36983	-1.4305	0.17322	0.60716	0.15257	0.59288
PDCL3	5	-0.17159	-0.56754	0.41764	0.81412	0.57035	0.79896
PDDC1	5	0.021322	0.1484	0.95374	0.99209	0.88203	0.95147
PDE10A	5	0.52361	1.784	0.019271	0.22547	0.074419	0.59288
PDE11A	5	-0.047426	-0.26541	0.73553	0.93836	0.79069	0.91299
PDE12	5	0.22213	1.1542	0.40509	0.80746	0.24841	0.61466
PDE1A	5	0.4281	1.2694	0.064479	0.41039	0.20428	0.59679
PDE1B	5	-0.0064819	-0.059121	0.8641	0.97159	0.95286	0.98062
PDE1C	5	0.12995	0.60996	0.68272	0.92133	0.54189	0.78239
PDE2A	5	-0.086936	-0.42794	0.62385	0.90073	0.6687	0.85279
PDE3A	5	0.43109	1.547	0.062479	0.40439	0.12187	0.59288
PDE3B	5	-0.12203	-0.54303	0.52916	0.86936	0.58711	0.80885
PDE4A	5	0.27944	1.3223	0.26819	0.71119	0.18607	0.59478
PDE4B	5	0.0041327	0.017302	0.89731	0.97992	0.9862	0.99481
PDE4C	5	0.19306	1.3307	0.48784	0.85011	0.18328	0.59478
PDE4D	5	0.06016	0.37842	0.91553	0.984	0.70512	0.87065
PDE4DIP	22	-0.56717	-4.5671	0.00016661	0.0081967	4.9458e-06	0.0020396
PDE5A	5	0.13643	0.58613	0.66017	0.91318	0.55779	0.792
PDE6A	4	0.30727	1.3494	0.2628	0.70705	0.17719	0.59408
PDE6B	5	0.54307	1.4712	0.015051	0.19524	0.14123	0.59288
PDE6C	5	0.17689	0.60143	0.53738	0.87238	0.54755	0.78541
PDE6D	4	0.15371	0.49807	0.63745	0.90532	0.61844	0.82443
PDE6G	5	-0.43976	-1.7573	0.082917	0.45518	0.078868	0.59288
PDE6H	3	-0.25579	-0.85507	0.37127	0.78523	0.39251	0.69405
PDE7A	5	-0.045746	-0.21369	0.7412	0.94165	0.83079	0.93077
PDE7B	5	0.33718	1.2666	0.16744	0.6024	0.2053	0.59679
PDE8A	5	0.039349	0.23259	0.98656	0.99893	0.81608	0.92533
PDE8B	5	0.28813	0.98494	0.25092	0.69422	0.32466	0.65466
PDE9A	5	0.39996	1.3729	0.086749	0.46206	0.1698	0.59288
PDF	5	0.29557	1.2069	0.23653	0.68035	0.22747	0.60349
PDGFA	5	-0.028879	-0.26741	0.79457	0.95432	0.78915	0.9126
PDGFB	5	0.077411	0.42459	0.85871	0.97026	0.67113	0.8538
PDGFC	5	0.12565	0.56929	0.69599	0.92498	0.56916	0.79821
PDGFD	5	0.1665	0.96026	0.56676	0.88456	0.33693	0.66235
PDGFRA	5	0.13964	0.72516	0.65062	0.91004	0.46835	0.73865
PDGFRB	5	0.34667	1.2147	0.15445	0.58614	0.22447	0.60194
PDGFRL	5	-0.081871	-0.56333	0.63773	0.90532	0.57321	0.80076
PDHA1	5	-0.32212	-1.8662	0.17977	0.61559	0.062015	0.59288
PDHA2	5	0.32241	1.3183	0.19021	0.63041	0.18742	0.59478
PDHB	5	0.30783	1.4801	0.21337	0.6563	0.13884	0.59288
PDHX	5	0.066817	0.27225	0.89437	0.9792	0.78543	0.91105
PDIA2	5	0.078277	0.53831	0.85566	0.96945	0.59037	0.81033
PDIA3	5	-0.13229	-0.58509	0.50494	0.85798	0.55849	0.79233
PDIA4	5	-0.13608	-0.53839	0.49578	0.85391	0.59031	0.81033
PDIA5	5	0.15998	0.69716	0.58675	0.89111	0.4857	0.74906
PDIA6	5	-0.20333	-1.0186	0.35505	0.7765	0.30841	0.64568
PDIK1L	5	-0.00014851	-0.00068462	0.88448	0.97724	0.99945	0.99982
PDILT	5	0.33604	1.2639	0.16922	0.60344	0.20625	0.59717
PDK1	5	0.18194	0.95584	0.52099	0.86644	0.33915	0.66356
PDK2	5	-0.012832	-0.078698	0.844	0.96768	0.93727	0.97529
PDK3	5	0.28561	0.882	0.25591	0.70052	0.37778	0.68384
PDK4	5	-0.19215	-0.85105	0.3766	0.78998	0.39474	0.69485
PDLIM1	5	0.088701	0.66638	0.82239	0.96331	0.50517	0.76009
PDLIM2	5	-0.29635	-1.8974	0.21082	0.65313	0.057773	0.59048
PDLIM3	5	0.22009	0.80121	0.41059	0.81128	0.42301	0.71249
PDLIM4	5	0.35292	1.2982	0.1454	0.57501	0.19423	0.59478
PDLIM5	14	0.17593	1.2479	0.28557	0.72703	0.21207	0.59847
PDLIM7	5	-0.075089	-0.51219	0.65606	0.91169	0.60852	0.81916
PDP1	5	0.12462	0.67106	0.69893	0.92537	0.50218	0.75864
PDP2	5	-0.0939	-0.4509	0.60369	0.89437	0.65206	0.84309
PDPK1	5	-1.4781	-3.5209	0	0	0.00043007	0.029444
PDPN	8	0.60622	1.6598	0.00049983	0.019824	0.096948	0.59288
PDPR	5	-0.11931	-0.5593	0.53654	0.87238	0.57596	0.80257
PDRG1	5	-0.19401	-0.73546	0.37271	0.78657	0.46206	0.73612
PDS5A	5	0.2266	0.62073	0.39231	0.80018	0.53478	0.77755
PDS5B	5	-0.18343	-0.9698	0.39376	0.80104	0.33215	0.65929
PDSS1	5	-0.43372	-2.017	0.085416	0.45913	0.043691	0.50722
PDSS2	5	0.18964	0.73174	0.49789	0.85487	0.46433	0.73662
PDX1	5	-0.1247	-0.79736	0.52277	0.86718	0.42524	0.71336
PDXDC1	5	0.14842	0.76958	0.62135	0.89979	0.44155	0.72442
PDXK	5	0.30826	1.6285	0.21243	0.65474	0.10342	0.59288
PDXP	5	-0.11936	-0.65969	0.53627	0.87227	0.50945	0.76254
PDYN	5	-0.017022	-0.075321	0.83167	0.96543	0.93996	0.9764
PDZD11	5	0.079851	0.57432	0.85111	0.96877	0.56575	0.79548
PDZD2	5	0.07055	0.37919	0.88137	0.97662	0.70455	0.87046
PDZD3	5	0.36999	0.94082	0.12201	0.53572	0.34679	0.66756
PDZD4	5	0.27835	0.90543	0.27069	0.71435	0.36524	0.67652
PDZD7	5	0.36663	1.5315	0.12651	0.54485	0.12564	0.59288
PDZD8	5	0.018117	0.11992	0.94274	0.99049	0.90455	0.96017
PDZD9	5	0.093767	0.24097	0.8044	0.9573	0.80958	0.92142
PDZK1	6	-0.30348	-1.4843	0.16539	0.59992	0.13774	0.59288
PDZK1IP1	5	0.33968	1.5664	0.16422	0.59786	0.11725	0.59288
PDZRN3	5	0.35942	1.4519	0.13529	0.55591	0.14654	0.59288
PDZRN4	5	-0.071307	-0.3234	0.66661	0.91545	0.7464	0.89191
PEA15	5	0.087016	0.54144	0.82878	0.96543	0.5882	0.80948
PEAK1	5	0.23362	1.4812	0.37499	0.78915	0.13856	0.59288
PEAR1	5	-0.033685	-0.20051	0.78041	0.9532	0.84108	0.93479
PEBP1	5	0.23806	1.111	0.36427	0.78173	0.26656	0.62365
PEBP4	5	-0.14399	-1.0621	0.47779	0.84439	0.2882	0.63505
PECR	5	0.14947	0.97655	0.61796	0.89902	0.32879	0.65722
PEF1	5	-0.30178	-1.5768	0.2036	0.64542	0.11484	0.59288
PEG10	5	0.16715	0.99222	0.56453	0.88394	0.32109	0.65291
PEG3	5	-0.2831	-1.0911	0.22842	0.67321	0.27523	0.62642
PELI1	5	0.18351	0.85943	0.51616	0.86375	0.3901	0.69208
PELI2	5	0.42222	1.2031	0.069144	0.42302	0.22893	0.60516
PELI3	5	0.09762	0.57814	0.79229	0.95376	0.56317	0.79432
PELO	5	-0.098518	-0.45975	0.59302	0.89233	0.6457	0.84023
PELP1	5	-0.17173	-0.72391	0.41731	0.81382	0.46912	0.73928
PEMT	5	0.14739	0.64473	0.62468	0.901	0.5191	0.76822
PENK	5	-0.071115	-0.34951	0.66689	0.91545	0.7267	0.88073
PEPD	5	0.44936	1.472	0.049261	0.35829	0.14101	0.59288
PER1	5	0.17384	0.87317	0.54476	0.8751	0.38257	0.68748
PER2	5	0.08714	0.45795	0.82811	0.96537	0.64699	0.84083
PER3	5	-0.35303	-1.8485	0.1464	0.57665	0.064536	0.59288
PERP	5	-0.052949	-0.16283	0.71837	0.93356	0.87065	0.94651
PES1	5	-0.27478	-1.082	0.23903	0.68274	0.27924	0.62835
PET100	5	0.19949	0.80399	0.46812	0.8402	0.4214	0.71185
PET112	5	-0.020761	-0.14795	0.81878	0.96209	0.88238	0.95156
PET117	4	0.24142	1.0568	0.40175	0.80539	0.29059	0.63592
PEX1	5	-0.49921	-2.0169	0.053038	0.37358	0.043706	0.50722
PEX10	5	0.11155	0.44749	0.74192	0.94173	0.65452	0.84483
PEX11A	5	0.3705	1.1122	0.1214	0.53474	0.26607	0.62356
PEX11B	5	-0.2744	-1.1081	0.23953	0.68315	0.26781	0.62407
PEX11G	5	0.18236	0.88505	0.51938	0.8657	0.37613	0.68225
PEX12	5	-0.14385	-1.0764	0.47795	0.84439	0.28174	0.63002
PEX13	4	-0.47539	-1.5213	0.096579	0.48332	0.12817	0.59288
PEX14	5	-0.1248	-0.53117	0.5226	0.86718	0.5953	0.81284
PEX16	5	0.012197	0.084887	0.92336	0.98612	0.93235	0.97292
PEX19	5	-0.40993	-1.3973	0.10091	0.49029	0.16231	0.59288
PEX2	5	0.053179	0.21366	0.94119	0.9903	0.83081	0.93077
PEX26	5	0.31831	1.2096	0.19666	0.63831	0.22643	0.6024
PEX3	5	0.18963	0.90361	0.49789	0.85487	0.3662	0.67684
PEX5	5	-0.029916	-0.19309	0.79174	0.95376	0.84689	0.93767
PEX5L	5	0.0045075	0.022332	0.89903	0.98008	0.98218	0.99288
PEX6	5	-0.2202	-1.3789	0.32461	0.75465	0.16794	0.59288
PEX7	5	0.17692	0.67299	0.53732	0.87238	0.50095	0.75815
PF4	2	0.3526	1.02	0.36443	0.78173	0.30773	0.64479
PF4V1	2	0.20724	1.1162	0.64062	0.90606	0.26435	0.62285
PFAS	5	-0.35488	-1.5459	0.14473	0.5736	0.12213	0.59288
PFDN1	4	-0.46236	-1.5796	0.10385	0.49814	0.11419	0.59288
PFDN2	5	-1.1398	-3.2419	0.00016661	0.0081967	0.0011874	0.056711
PFDN4	3	-0.54697	-1.509	0.10524	0.5004	0.13129	0.59288
PFDN5	8	-0.44456	-2.1591	0.027657	0.26875	0.030839	0.41656
PFDN6	5	-1.3512	-3.5144	0	0	0.00044067	0.029942
PFKFB1	5	0.42892	1.1014	0.063979	0.40909	0.27073	0.62515
PFKFB2	5	-0.037072	-0.20791	0.76897	0.95025	0.8353	0.93278
PFKFB3	5	0.44216	1.71	0.053982	0.37669	0.087267	0.59288
PFKFB4	5	0.12964	0.72159	0.68355	0.92133	0.47055	0.74021
PFKL	5	0.466	1.4384	0.040098	0.32391	0.15031	0.59288
PFKM	5	-0.0023783	-0.0091354	0.87726	0.97548	0.99271	0.99779
PFKP	5	0.51952	1.1968	0.020382	0.23228	0.23137	0.60577
PFN1	5	-0.23362	-0.80085	0.30212	0.73703	0.42322	0.71253
PFN2	5	0.41439	1.1033	0.074808	0.43691	0.26989	0.62515
PFN3	5	0.45658	1.2577	0.046207	0.35002	0.20848	0.59782
PFN4	5	0.28716	1.0514	0.25297	0.69766	0.29308	0.63685
PGAM1	3	-0.26665	-0.59416	0.35377	0.7765	0.5524	0.78871
PGAM2	5	0.21048	0.8289	0.43697	0.82569	0.40716	0.70277
PGAM4	2	-1.1971	-1.911	0.01866	0.22134	0.056001	0.58252
PGAM5	5	-0.005866	-0.03605	0.86632	0.97232	0.97124	0.98852
PGAP1	5	0.00033305	0.0018692	0.88554	0.9773	0.99851	0.99945
PGAP2	5	0.050503	0.4933	0.95102	0.99191	0.6218	0.82634
PGAP3	5	0.4604	1.3093	0.043597	0.34027	0.19044	0.59478
PGBD1	5	-0.29551	-1.2195	0.21198	0.65416	0.22266	0.60194
PGBD2	5	-0.22801	-1.1166	0.31112	0.74327	0.26417	0.62275
PGBD3	5	0.02999	0.12796	0.98367	0.99797	0.89818	0.95745
PGBD4	5	0.068947	0.38435	0.88643	0.9773	0.70072	0.86847
PGC	5	-0.33712	-1.3549	0.1635	0.59786	0.17544	0.59358
PGD	5	-0.34677	-1.2893	0.15262	0.58418	0.19728	0.59478
PGF	5	0.2094	1.1018	0.4403	0.82879	0.27055	0.62515
PGGT1B	5	-0.85679	-2.9765	0.0032767	0.076227	0.0029153	0.098117
PGK1	5	-0.10415	-0.46068	0.57759	0.88738	0.64503	0.8402
PGK2	5	0.050187	0.34062	0.95179	0.99191	0.73339	0.88472
PGLS	5	0.026648	0.16927	0.97201	0.99607	0.86558	0.94418
PGLYRP1	5	0.082344	0.60972	0.84327	0.96768	0.54205	0.7825
PGLYRP2	5	0.0017183	0.010949	0.88987	0.97832	0.99126	0.99713
PGLYRP3	5	-0.003855	-0.019276	0.87332	0.97447	0.98462	0.99389
PGLYRP4	5	-0.087084	-0.35188	0.62351	0.90047	0.72493	0.87997
PGM1	5	0.15584	0.60783	0.59869	0.89277	0.5433	0.78338
PGM2	5	-0.096076	-0.5254	0.59813	0.89277	0.59931	0.81485
PGM2L1	5	-0.23154	-1.0376	0.30562	0.73955	0.29945	0.64057
PGM3	5	-0.89978	-2.7471	0.0021104	0.056213	0.0060133	0.15144
PGM5	5	0.075439	0.51111	0.86438	0.97172	0.60928	0.8194
PGP	5	0.25214	0.95418	0.32922	0.75806	0.33999	0.66413
PGPEP1	5	0.18345	0.9631	0.51638	0.86389	0.3355	0.66157
PGPEP1L	5	0.20344	1.0952	0.45646	0.83543	0.27344	0.62642
PGR	7	-0.067059	-0.39983	0.63418	0.90472	0.68928	0.86363
PGRMC1	6	0.4037	1.4459	0.057814	0.39003	0.14821	0.59288
PGRMC2	5	0.13741	0.82151	0.65734	0.91206	0.41135	0.70582
PGS1	5	-0.35828	-1.5199	0.14134	0.56745	0.12853	0.59288
PHACTR2	5	-0.25543	-1.1185	0.2678	0.71098	0.26335	0.62215
PHACTR3	5	0.0013819	0.0075076	0.88854	0.97782	0.99401	0.99803
PHACTR4	5	0.14342	0.74148	0.63784	0.90532	0.4584	0.73373
PHAX	5	-0.84217	-2.3875	0.0036654	0.082108	0.016963	0.29312
PHB	5	-1.3464	-2.9138	0	0	0.0035701	0.1116
PHB2	5	-1.8322	-4.7798	0	0	1.7544e-06	0.001215
PHC1	5	0.090797	0.48122	0.81534	0.96099	0.63036	0.83146
PHC2	6	0.057278	0.27852	0.91097	0.98305	0.78062	0.909
PHC3	5	0.57712	1.6251	0.008997	0.14223	0.10413	0.59288
PHEX	5	0.044758	0.26454	0.96934	0.99607	0.79136	0.91321
PHF1	5	0.015017	0.067009	0.93308	0.98893	0.94657	0.97875
PHF10	5	-0.28607	-0.98609	0.22481	0.67062	0.32409	0.65466
PHF11	5	0.066057	0.22491	0.89648	0.97992	0.82205	0.92764
PHF12	5	0.40186	1.5372	0.084916	0.45888	0.12425	0.59288
PHF13	5	0.05991	0.40001	0.91664	0.98455	0.68915	0.86352
PHF14	5	0.052281	0.2772	0.94419	0.99103	0.78163	0.90958
PHF19	13	0.12636	1.2935	0.50183	0.85682	0.19582	0.59478
PHF2	5	0.23505	1.0601	0.3711	0.78523	0.2891	0.6351
PHF20	4	0.19683	1.0083	0.51811	0.86486	0.31331	0.64791
PHF20L1	5	-0.17918	-0.71814	0.40264	0.80573	0.47267	0.74131
PHF21A	5	0.2396	1.1107	0.36071	0.7811	0.2667	0.62365
PHF21B	5	0.083905	0.43333	0.83883	0.9666	0.66478	0.8508
PHF23	5	-0.24388	-1.4398	0.28552	0.72703	0.14994	0.59288
PHF3	5	0.29494	1.2632	0.23798	0.68144	0.20651	0.59717
PHF5A	5	-1.5947	-3.4638	0	0	0.00053266	0.033439
PHF6	5	0.32408	1.1151	0.18705	0.62637	0.26481	0.62332
PHF7	5	0.22903	1.7052	0.38609	0.79541	0.088156	0.59288
PHF8	5	-0.20241	-1.3066	0.35671	0.77708	0.19135	0.59478
PHGDH	5	0.2072	0.80804	0.44668	0.83125	0.41907	0.71019
PHGR1	1	-0.66222	-0.80914	0.27291	0.71664	0.41843	0.70989
PHIP	5	0.37087	1.6101	0.12107	0.53458	0.10737	0.59288
PHKA1	5	0.37714	1.4925	0.11296	0.5161	0.13557	0.59288
PHKA2	5	0.37477	1.4001	0.11585	0.52286	0.16148	0.59288
PHKB	5	0.46257	1.3585	0.04243	0.33553	0.17431	0.59314
PHKG1	5	0.082369	0.59196	0.84316	0.96768	0.55388	0.7897
PHKG2	5	0.22213	1.1599	0.40509	0.80746	0.24608	0.61284
PHLDA1	5	0.14169	0.74819	0.64373	0.90677	0.45435	0.73137
PHLDA2	5	0.046128	0.23297	0.96473	0.99439	0.81578	0.92523
PHLDA3	5	0.18792	0.7831	0.50261	0.85701	0.43357	0.71853
PHLDB1	5	0.35928	1.5153	0.13545	0.55596	0.1297	0.59288
PHLDB2	5	-0.058537	-0.32737	0.70149	0.92657	0.74338	0.89055
PHLDB3	5	0.10641	0.64773	0.76008	0.9489	0.51716	0.76734
PHLPP1	5	0.39854	1.3745	0.087915	0.46329	0.1693	0.59288
PHLPP2	5	0.17034	1.022	0.55498	0.88053	0.30677	0.64431
PHOSPHO1	5	0.39143	1.6499	0.095857	0.48175	0.098966	0.59288
PHOSPHO2	5	0.16602	0.66066	0.56814	0.88473	0.50883	0.76229
PHOX2A	5	0.32069	1.7397	0.19255	0.63278	0.081919	0.59288
PHOX2B	5	0.39109	1.6852	0.096301	0.48261	0.091954	0.59288
PHPT1	5	0.10093	0.40326	0.7813	0.9532	0.68675	0.86214
PHRF1	5	0.3311	1.4583	0.17611	0.61035	0.14475	0.59288
PHTF1	5	0.044994	0.26435	0.9684	0.99594	0.79151	0.91329
PHTF2	5	-0.46413	-2.2235	0.069477	0.42302	0.026184	0.38238
PHYH	5	0.28043	1.0913	0.26652	0.71029	0.27514	0.62642
PHYHD1	5	-0.19064	-0.75084	0.37937	0.79161	0.45275	0.73017
PHYHIP	5	-0.20836	-1.0495	0.34522	0.77176	0.29394	0.63699
PHYHIPL	5	0.029982	0.095603	0.98367	0.99797	0.92384	0.96896
PHYKPL	5	0.245	0.7852	0.34722	0.77226	0.43234	0.71786
PI15	5	-0.44188	-1.7487	0.081584	0.45089	0.080334	0.59288
PI16	5	-0.21474	-1.0334	0.33428	0.76238	0.30143	0.64165
PI3	5	0.029674	0.17057	0.98228	0.99774	0.86456	0.94393
PI4K2A	5	0.018068	0.09924	0.94269	0.99049	0.92095	0.96787
PI4K2B	5	-0.13301	-0.7007	0.50355	0.85716	0.48349	0.74742
PI4KA	5	-0.23454	-1.1499	0.30118	0.73642	0.25017	0.61607
PI4KB	5	-0.47954	-2.0936	0.061313	0.40131	0.036295	0.45479
PIANP	5	0.17813	1.0488	0.53332	0.87086	0.29428	0.63723
PIAS1	5	0.21894	0.88977	0.41392	0.81222	0.37359	0.68076
PIAS2	5	-0.19406	-0.70602	0.3726	0.78643	0.48018	0.74571
PIAS3	5	-0.32626	-1.3149	0.17494	0.60891	0.18856	0.59478
PIAS4	5	0.17138	0.70216	0.55243	0.88011	0.48258	0.74695
PIBF1	5	-0.27042	-0.9268	0.24625	0.69087	0.35403	0.67222
PICALM	5	0.042092	0.21321	0.97756	0.9966	0.83117	0.93089
PICK1	5	0.012913	0.085558	0.92591	0.98744	0.93182	0.97271
PID1	5	-0.036447	-0.12833	0.77091	0.95025	0.89789	0.95745
PIDD	5	0.113	0.51301	0.73792	0.93981	0.60795	0.81916
PIEZO1	5	0.34604	1.4405	0.1555	0.58686	0.14972	0.59288
PIF1	5	0.28926	1.2809	0.24853	0.69249	0.20025	0.59528
PIFO	5	-0.60575	-1.999	0.024214	0.25086	0.045607	0.52168
PIGA	5	-0.0131	-0.053546	0.84322	0.96768	0.9573	0.9829
PIGB	5	0.23861	0.86432	0.36293	0.78173	0.38741	0.69046
PIGC	5	-0.28752	-1.2524	0.22231	0.66772	0.21043	0.59847
PIGF	5	-0.14597	-0.52406	0.47373	0.84332	0.60023	0.81507
PIGG	5	0.70762	1.1431	0.00094413	0.030797	0.253	0.61659
PIGH	5	-0.25009	-1.0832	0.27646	0.72051	0.2787	0.62815
PIGK	5	-0.0929	-0.50823	0.60641	0.89437	0.6113	0.82055
PIGL	5	0.036733	0.15047	0.99545	0.99944	0.88039	0.95073
PIGM	5	-0.086646	-0.38442	0.62468	0.901	0.70066	0.86847
PIGN	5	0.53268	1.5607	0.016939	0.20805	0.11859	0.59288
PIGO	5	-0.0026059	-0.010459	0.87649	0.97522	0.99166	0.9973
PIGP	5	0.01571	0.083456	0.93535	0.98966	0.93349	0.97367
PIGQ	5	0.30472	1.2086	0.2192	0.66225	0.2268	0.60269
PIGR	5	0.14213	0.70034	0.64262	0.90677	0.48371	0.74756
PIGS	5	-0.14448	-0.55123	0.47673	0.84389	0.58148	0.80586
PIGT	5	0.15585	1.0034	0.59869	0.89277	0.31569	0.64955
PIGU	5	-0.38691	-1.8967	0.11868	0.52988	0.057866	0.591
PIGV	5	-0.12537	-0.72016	0.52122	0.86657	0.47143	0.74066
PIGW	5	-0.77277	-2.2842	0.00672	0.12161	0.022357	0.34686
PIGX	5	0.10702	0.66725	0.75836	0.94783	0.50461	0.75965
PIGY	4	-0.34357	-1.1141	0.20088	0.642	0.26523	0.62342
PIGZ	5	0.39039	1.6076	0.09719	0.48398	0.10792	0.59288
PIH1D1	5	0.028588	0.16556	0.97834	0.99666	0.8685	0.94514
PIH1D2	4	-0.010335	-0.045998	0.86399	0.97159	0.96331	0.98498
PIH1D3	5	-0.12232	-0.54548	0.52849	0.86936	0.58542	0.80784
PIK3AP1	5	0.039678	0.16581	0.98573	0.99859	0.86831	0.94498
PIK3C2A	5	-0.090718	-0.28529	0.61302	0.89676	0.77542	0.90582
PIK3C2B	5	0.30295	1.2066	0.22293	0.66833	0.2276	0.60361
PIK3C2G	5	0.040411	0.17944	0.98301	0.9978	0.85759	0.94139
PIK3C3	5	0.019568	0.11875	0.94807	0.99146	0.90547	0.9604
PIK3CA	5	-0.09614	-0.42376	0.59791	0.89277	0.67174	0.85401
PIK3CB	5	-0.080339	-0.31821	0.64223	0.90677	0.75033	0.89388
PIK3CD	4	0.10035	0.67397	0.79662	0.95493	0.50033	0.75779
PIK3CG	5	-0.10522	-0.47577	0.57475	0.88686	0.63424	0.83408
PIK3IP1	5	-0.15586	-0.97313	0.45207	0.834	0.33049	0.65857
PIK3R1	5	-0.20841	-0.75205	0.34516	0.77176	0.45202	0.72995
PIK3R2	5	0.046415	0.22967	0.96373	0.9941	0.81834	0.92627
PIK3R3	5	-0.43979	-1.9771	0.082917	0.45518	0.048034	0.53688
PIK3R4	5	-0.017597	-0.085281	0.82956	0.96543	0.93204	0.97277
PIK3R5	5	0.26539	1.3107	0.29901	0.73622	0.18997	0.59478
PIKFYVE	5	-0.081047	-0.55508	0.64001	0.90598	0.57884	0.80425
PILRA	8	-0.27396	-1.5908	0.13662	0.55833	0.11166	0.59288
PILRB	4	-0.21986	-1.0884	0.3711	0.78523	0.27641	0.62656
PIM1	5	0.006407	0.053591	0.90498	0.98174	0.95726	0.9829
PIM2	5	0.21768	0.83645	0.41764	0.81412	0.4029	0.70026
PIM3	5	-0.029106	-0.12291	0.79374	0.95432	0.90218	0.95889
PIN1	5	0.13553	0.68249	0.66272	0.9142	0.49493	0.75453
PIN4	6	-0.10658	-0.54286	0.5376	0.87238	0.58723	0.80894
PINK1	5	0.38093	1.8484	0.10824	0.5082	0.064544	0.59288
